1
0, 20, 1, 20 
400, 20, 1, 30 
800, 20, 1, 40 
1200, 20, 1, 60
2000, 20, 1, 80
2500, 21, 1, 100
2650, 21, 1, 50 
4000, 21, 1, 0
4000, 20, 1, 0
